PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
ADMINISTRACIÓN FINANCIERA;Goyo del Bayo;882842686;17;Sí;Rural;M;Casado;Crédito;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;León Lobato Ugarte;40104626;19;No;Rural;M;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Elba Tatiana Marco Menendez;689163042;22;No;Urbana;F;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Agustín Mármol Blazquez;260860494;42;Sí;Rural;M;Casado;Beca;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Agustina Amaya;57285384;36;No;Urbana;F;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juan Antonio Duran-Roda;729941889;19;No;Rural;F;Religioso;Beca;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Saturnina Palomares;355173169;19;Sí;Rural;F;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Nacio Andreu;483014600;30;Sí;Urbana;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Olimpia Izaguirre Arévalo;682190271;53;No;Urbana;M;Madre soltera;Beca;DESPLAZADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Fabio Ricart Ramírez;39558478;54;No;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isidro de Zabala;563026904;19;Sí;Rural;F;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mauricio Armengol Moliner;996436300;47;No;Rural;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Rosa María Jordá Solsona;382685385;39;No;Rural;M;Divorciado;Familia;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Vera Iglesias Ferreras;387272541;31;Sí;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Estela Olalla Paniagua Chaparro;821292334;18;Sí;Urbana;M;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Cornelio Ochoa Duran;309929128;32;Sí;Rural;F;Unión Libre;Beca;DESPLAZADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Manuel de Valcárcel;607011233;41;No;Rural;M;Casado;Beca;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Guillermo Orozco Perez;137695769;39;No;Rural;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
MERCADEO;Gala Ariel Marcos Frías;350111463;38;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Severiano de Pombo;749745512;43;Sí;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;2
MERCADEO;Úrsula Andreu Navas;946498392;32;Sí;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Román Blanes;759251945;45;No;Rural;F;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Reynaldo Galan-Mosquera;360524631;51;Sí;Rural;F;Casado;Familia;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Itziar Adadia;846509297;22;No;Rural;F;Casado;Crédito;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Amores Iborra;850551569;30;Sí;Rural;F;Soltero;Familia;REGULAR PREGRADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julio Curro Gallo Palau;312831938;54;Sí;Rural;M;Religioso;Beca;REGULAR PREGRADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ascensión Pereira Pulido;967202606;30;No;Rural;F;Madre soltera;Crédito;PUEBLO INDIGENA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Angélica Sotelo Valenciano;730645743;32;Sí;Rural;F;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Lisandro Múñiz Cuenca;930077890;36;No;Rural;M;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Evaristo Morera Yáñez;635483612;18;Sí;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Juan Francisco Olivé Palomino;460317109;22;No;Rural;F;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lisandro Dan Salom Salgado;896789532;42;No;Urbana;F;Unión Libre;Crédito;DESPLAZADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Adoración Cornejo Suarez;381349552;37;Sí;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Benigno Heriberto Botella Carreño;130999983;36;Sí;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Virginia Chaparro Girona;39138167;46;No;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;5
ADMINISTRACIÓN FINANCIERA;Valeria Pablo Pagès;533965028;34;No;Urbana;M;Religioso;Crédito;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lidia de Tovar;310048733;22;No;Urbana;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
ADMINISTRACIÓN FINANCIERA;Diana Vélez Llabrés;248315490;22;Sí;Rural;F;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Dani Aristides Pedro Pinto;367140869;40;No;Rural;F;Divorciado;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Ramón Roig Solsona;974081790;31;No;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;1
MERCADEO;Ramón Marín Gonzalez;753933928;27;Sí;Rural;M;Soltero;Beca;PUEBLO INDIGENA;Sí;Sí;1
MERCADEO;Lupe Vasco Manjón Laguna;582733387;31;Sí;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Maxi Cuéllar Alberola;624472549;18;Sí;Rural;M;Soltero;Beca;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Álvaro Benavent-Serna;218316890;30;Sí;Urbana;F;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;2
MERCADEO;Eufemia Bejarano Hidalgo;404279796;31;No;Rural;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Cleto Sacristán Aznar;61083933;54;Sí;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Omar Cortina Pacheco;931039104;19;Sí;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Poncio Peña Valencia;242994485;46;Sí;Rural;F;Divorciado;Beca;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Seve Iker Suarez Guijarro;935929149;38;Sí;Urbana;M;Madre soltera;Beca;DESPLAZADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jordi Bernardo Manjón Moraleda;337754557;20;Sí;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Lucila Calatayud Barco;204967637;45;No;Rural;M;Soltero;Crédito;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Porfirio Torre Donoso;330725592;44;Sí;Urbana;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
MERCADEO;Violeta Roca Mendez;414569336;21;No;Urbana;F;Casado;Beca;PUEBLO INDIGENA;No;No;3
ADMINISTRACIÓN FINANCIERA;Apolinar Saldaña;417145444;38;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Isidoro Miguel Frutos;527881796;54;Sí;Rural;F;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Fabiana Bartolomé Malo;307760452;46;No;Rural;M;Divorciado;Crédito;DESPLAZADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Cesar del Toledo;223523867;24;Sí;Urbana;M;Divorciado;Familia;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Julio César Arnau;392302330;43;Sí;Rural;M;Divorciado;Recursos Propios;COMUNIDAD NEGRA;Sí;No;3
MERCADEO;Lupe Tadeo Sotelo Noriega;822798038;44;Sí;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;No;Sí;3
MERCADEO;Martirio Aranda Guzman;960651247;22;No;Rural;M;Casado;Beca;COMUNIDAD NEGRA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Bernardo Morera Barral;916157221;23;No;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;No;Sí;2
MERCADEO;Baudelio Arroyo Abad;486924214;48;Sí;Urbana;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Agustín de Aguilera;356632618;36;No;Rural;F;Religioso;Beca;DESPLAZADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Ernesto Tenorio Medina;378619618;53;Sí;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Febe Carretero Montalbán;912598914;18;Sí;Urbana;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Epifanio Porras Pulido;651077759;46;No;Urbana;M;Religioso;Beca;DESPLAZADO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Alejandro Roldan Soler;922975761;46;No;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Juan Pablo Vall;856167279;28;Sí;Rural;M;Religioso;Crédito;DESPLAZADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Gloria Naranjo Núñez;727334393;18;Sí;Urbana;M;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Lorenza Ojeda Mir;19371395;44;No;Urbana;F;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Fanny Sáenz Aranda;989504585;45;Sí;Urbana;M;Soltero;Recursos Propios;REGULAR PREGRADO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Feliciano Oliva Meléndez;347191551;18;Sí;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Mario de Mosquera;65313360;41;No;Rural;F;Soltero;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
MERCADEO;Celestino Llorente;986052855;37;No;Rural;F;Casado;Crédito;DESPLAZADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Benjamín Iván Torrents Blasco;930723815;36;Sí;Urbana;F;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
MERCADEO;Marciano Losada;869670515;20;No;Urbana;F;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnita de Camino;855824185;33;Sí;Urbana;M;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;1
MERCADEO;Amancio Vilalta Villanueva;606259053;16;Sí;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Miguel Ramirez Figuerola;220866895;51;Sí;Urbana;F;Divorciado;Crédito;REGULAR PREGRADO;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Araceli Riquelme Ávila;456030645;18;No;Rural;F;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;José Manuel Julián Gutierrez Andrade;798102763;53;Sí;Rural;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
ADMINISTRACIÓN FINANCIERA;Cebrián Tamarit-Sosa;66750060;54;No;Rural;M;Casado;Beca;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Daniel Huertas Esteban;98688800;18;No;Urbana;F;Casado;Beca;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Eladio Nuñez Valera;413235115;53;No;Rural;M;Unión Libre;Beca;DESPLAZADO;No;No;5
ADMINISTRACIÓN FINANCIERA;Toño Colomer Cardona;318922644;43;Sí;Rural;M;Soltero;Familia;PUEBLO INDIGENA;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Alondra de Moliner;400538279;30;No;Urbana;M;Divorciado;Crédito;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Valerio Raya Avilés;798018431;49;No;Urbana;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
MERCADEO;Isa de Valcárcel;248512210;31;Sí;Rural;F;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Natividad Múgica Alfonso;484061354;31;No;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;1
MERCADEO;Maxi Camps Nevado;424265543;21;Sí;Urbana;M;Religioso;Recursos Propios;DESPLAZADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Gerónimo Ángel Zamorano;167247248;26;Sí;Rural;M;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Manuel Cabello Vallejo;732965300;18;No;Rural;F;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Loida Bosch Ocaña;436812383;23;No;Rural;F;Casado;Crédito;REGULAR PREGRADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Teo Cid-Vergara;719669293;48;Sí;Urbana;F;Unión Libre;Beca;REGULAR PREGRADO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Manu Amaya Berenguer;697665537;32;No;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ricardo Moya Roldán;753623640;36;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Leocadia Salazar;127278157;47;Sí;Urbana;M;Madre soltera;Familia;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Catalina Fernandez Duran;770366538;39;Sí;Rural;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;David Osorio Cifuentes;512849810;32;Sí;Urbana;F;Madre soltera;Beca;DESPLAZADO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fabricio Gil Armas;598645962;20;Sí;Rural;F;Unión Libre;Familia;DESPLAZADO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Juana Gilabert Páez;380489620;34;No;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;No;3
MERCADEO;Martina Abril Blázquez;85868623;16;Sí;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Nélida Águeda Núñez Mancebo;934727661;19;Sí;Rural;M;Religioso;Beca;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Luis Agustí Vega;542793523;22;Sí;Urbana;F;Religioso;Beca;COMUNIDAD NEGRA;No;No;5
ADMINISTRACIÓN FINANCIERA;Nando Saez Corral;158301102;44;Sí;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Anastasio Arjona Rodríguez;929824469;47;Sí;Rural;F;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Graciana Natividad Aguiló Cózar;372688611;32;Sí;Urbana;F;Casado;Beca;PUEBLO INDIGENA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Atilio Márquez Casado;856605280;49;No;Rural;M;Divorciado;Familia;REGULAR PREGRADO;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosa Lasa Francisco;599288331;20;No;Urbana;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
MERCADEO;Ana Sofía Soriano;201330688;50;No;Rural;F;Madre soltera;Crédito;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Sabina Anaya;456175421;17;Sí;Rural;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Albino Vara;810209408;32;Sí;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Carina Vicens Sosa;255678327;34;No;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Juanito Alfonso Giralt;711812207;40;No;Rural;F;Religioso;Familia;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Edelmiro Barriga;770431699;39;No;Rural;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Benjamín Casanova Flor;966363181;23;No;Urbana;F;Religioso;Crédito;REGULAR PREGRADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Zoraida Álamo Mesa;166854266;27;No;Urbana;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosalinda Galindo-Abascal;121730757;34;Sí;Urbana;M;Unión Libre;Crédito;REGULAR PREGRADO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ani Duran Atienza;8909524;24;Sí;Rural;F;Casado;Beca;PUEBLO INDIGENA;No;No;3
ADMINISTRACIÓN FINANCIERA;Eloy Manzano Sedano;119898460;26;Sí;Urbana;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Julie Castejón-Bernal;5764524;24;Sí;Rural;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;3
MERCADEO;Adela Tejedor;774364910;53;No;Urbana;F;Casado;Beca;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Jordán Palma-Ponce;536532721;52;Sí;Rural;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Marcia de Alcázar;947154948;49;Sí;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cesar Fábregas Donaire;595536888;37;Sí;Rural;F;Casado;Familia;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;María Jesús Chaparro Castrillo;410921693;27;No;Urbana;F;Soltero;Familia;REGULAR PREGRADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Matilde de Fortuny;805426482;40;No;Rural;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Roberta Villalba Sainz;387354324;18;No;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Óscar Belda-Montero;346730037;45;Sí;Urbana;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
MERCADEO;Gil Cadenas Falcó;399545519;46;Sí;Urbana;F;Casado;Crédito;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ariadna Ribes-Izaguirre;670056334;46;Sí;Rural;F;Unión Libre;Beca;DESPLAZADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Florentino Castilla Serna;719854935;33;Sí;Urbana;M;Soltero;Familia;DESPLAZADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Consuela Berrocal-Toro;718725215;30;Sí;Urbana;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rodolfo de Chacón;168423348;36;Sí;Urbana;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Azahar Feliu-Contreras;219431638;25;No;Rural;M;Unión Libre;Familia;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Natanael Viñas-Parejo;967101623;36;No;Rural;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;2
MERCADEO;Chema Giménez Reig;412687347;23;Sí;Urbana;F;Madre soltera;Crédito;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Telmo Alsina Núñez;68815053;48;Sí;Rural;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
MERCADEO;Fidel Juliá Albero;690929667;31;No;Urbana;M;Divorciado;Familia;DESPLAZADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Candela Saldaña-Vendrell;700028429;47;No;Urbana;F;Madre soltera;Beca;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Celestina del Balaguer;750631402;44;No;Urbana;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;4
MERCADEO;Salud Peralta;839296038;45;No;Urbana;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Vicenta Palma Giménez;690290570;30;Sí;Urbana;M;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Joan Valbuena Guitart;87474481;30;No;Urbana;M;Religioso;Beca;PUEBLO INDIGENA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Guiomar Poncio Andrés Tejedor;669198877;22;No;Urbana;F;Divorciado;Crédito;PUEBLO INDIGENA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Encarnacion Rozas Garcia;185932872;40;Sí;Urbana;F;Casado;Crédito;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Rubén Villalonga Sedano;709474191;18;No;Urbana;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lucía Camps-Seguí;623499223;30;Sí;Rural;F;Madre soltera;Familia;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rita Pintor Hoz;813762164;34;No;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Custodio Sotelo Pons;166241202;48;Sí;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Priscila Agustí Ballesteros;125903991;37;Sí;Rural;M;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Maribel Zorrilla Tomé;939835247;21;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Milagros Chamorro Alba;587580943;27;Sí;Rural;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;5
ADMINISTRACIÓN FINANCIERA;Herminio de Peralta;413837327;22;No;Urbana;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Inocencio Taboada Cruz;525839679;37;Sí;Urbana;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eulalia Purificación Rueda Escamilla;745058401;50;No;Urbana;F;Casado;Crédito;REGULAR PREGRADO;Sí;No;1
MERCADEO;José Antonio de Cifuentes;242970387;24;Sí;Rural;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
MERCADEO;Luz Alarcón;815626865;18;Sí;Rural;F;Madre soltera;Beca;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Aureliano Perez;243847001;19;Sí;Rural;M;Madre soltera;Crédito;DESPLAZADO;Sí;No;1
MERCADEO;Hernando Martin Blasco;106606118;46;No;Rural;F;Soltero;Beca;REGULAR PREGRADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Tristán del Almansa;743061754;22;Sí;Rural;M;Soltero;Crédito;PUEBLO INDIGENA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Anna Alarcón Bertrán;784207946;18;No;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;No;2
MERCADEO;Óscar Jimenez Flor;906156019;50;Sí;Urbana;M;Madre soltera;Beca;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Nazaret Villalonga Azcona;440749124;19;Sí;Rural;M;Divorciado;Crédito;DESPLAZADO;Sí;No;1
