PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN PEDAGOGÍA INFANTIL;Goyo del Bayo;240207753;54;No;Rural;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;León Lobato Ugarte;679714542;40;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Elba Tatiana Marco Menendez;434259491;27;Sí;Rural;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Agustín Mármol Blazquez;4270845;42;Sí;Rural;M;Unión Libre;Crédito;DESPLAZADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Agustina Amaya;983231867;49;No;Rural;M;Casado;Familia;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Juan Antonio Duran-Roda;633359492;32;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Saturnina Palomares;190941985;32;Sí;Rural;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;No;No;1
ADMINISTRACIÓN FINANCIERA;Nacio Andreu;425635663;31;Sí;Rural;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Olimpia Izaguirre Arévalo;978311960;43;No;Urbana;F;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fabio Ricart Ramírez;666692078;21;Sí;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Isidro de Zabala;101509934;26;No;Rural;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mauricio Armengol Moliner;870279895;17;No;Rural;M;Casado;Crédito;COMUNIDAD NEGRA;Sí;Sí;5
MERCADEO;Rosa María Jordá Solsona;23388735;45;No;Rural;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Vera Iglesias Ferreras;606830449;24;No;Urbana;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;4
MERCADEO;Estela Olalla Paniagua Chaparro;911289445;19;No;Rural;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Cornelio Ochoa Duran;306708004;38;Sí;Rural;M;Casado;Beca;DESPLAZADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Manuel de Valcárcel;449015531;37;No;Urbana;M;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Guillermo Orozco Perez;714487894;48;No;Rural;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
MERCADEO;Gala Ariel Marcos Frías;289860807;34;Sí;Urbana;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Severiano de Pombo;948482392;43;Sí;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;Sí;2
MERCADEO;Úrsula Andreu Navas;514963681;25;Sí;Urbana;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Román Blanes;922339388;30;Sí;Urbana;F;Casado;Recursos Propios;REGULAR PREGRADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Reynaldo Galan-Mosquera;100897847;33;Sí;Urbana;M;Casado;Familia;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Itziar Adadia;791670798;30;No;Urbana;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
MERCADEO;Jose Amores Iborra;878131881;53;Sí;Rural;F;Casado;Familia;COMUNIDAD NEGRA;No;No;2
ADMINISTRACIÓN FINANCIERA;Julio Curro Gallo Palau;187670530;39;No;Urbana;F;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;2
MERCADEO;Ascensión Pereira Pulido;874967592;40;No;Urbana;M;Religioso;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Angélica Sotelo Valenciano;218329031;26;Sí;Rural;M;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;5
MERCADEO;Lisandro Múñiz Cuenca;326896856;47;No;Urbana;M;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Evaristo Morera Yáñez;18104461;19;No;Rural;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Juan Francisco Olivé Palomino;106328627;29;Sí;Rural;F;Religioso;Beca;COMUNIDAD NEGRA;No;No;2
ADMINISTRACIÓN FINANCIERA;Lisandro Dan Salom Salgado;819551049;29;Sí;Urbana;F;Madre soltera;Beca;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Adoración Cornejo Suarez;581475342;19;No;Rural;F;Divorciado;Beca;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Benigno Heriberto Botella Carreño;171092066;18;No;Urbana;F;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Virginia Chaparro Girona;292153454;23;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Valeria Pablo Pagès;672208941;22;No;Urbana;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lidia de Tovar;494389127;40;Sí;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Diana Vélez Llabrés;589460127;16;No;Rural;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Dani Aristides Pedro Pinto;66643702;16;No;Urbana;F;Casado;Familia;DESPLAZADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ramón Roig Solsona;778733720;49;Sí;Urbana;M;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Ramón Marín Gonzalez;471654238;30;Sí;Rural;F;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Lupe Vasco Manjón Laguna;4655996;47;No;Rural;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;1
MERCADEO;Maxi Cuéllar Alberola;436748732;41;Sí;Urbana;F;Religioso;Familia;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Álvaro Benavent-Serna;500587038;32;No;Rural;F;Religioso;Recursos Propios;DESPLAZADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Eufemia Bejarano Hidalgo;929792949;39;Sí;Urbana;M;Casado;Beca;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Cleto Sacristán Aznar;879349282;16;Sí;Rural;M;Religioso;Crédito;COMUNIDAD NEGRA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Omar Cortina Pacheco;435137201;37;Sí;Urbana;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Poncio Peña Valencia;873775248;16;Sí;Rural;M;Religioso;Recursos Propios;DESPLAZADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Seve Iker Suarez Guijarro;379802115;36;No;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Jordi Bernardo Manjón Moraleda;111350329;35;Sí;Rural;F;Casado;Familia;COMUNIDAD NEGRA;No;Sí;5
MERCADEO;Lucila Calatayud Barco;555550714;18;No;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Porfirio Torre Donoso;301262090;49;Sí;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Violeta Roca Mendez;904669858;28;Sí;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
MERCADEO;Apolinar Saldaña;741549435;41;Sí;Rural;M;Religioso;Familia;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Isidoro Miguel Frutos;531325983;23;Sí;Urbana;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Fabiana Bartolomé Malo;141531022;34;No;Urbana;M;Casado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Cesar del Toledo;66562014;45;Sí;Rural;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Julio César Arnau;868801769;48;Sí;Urbana;F;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
MERCADEO;Lupe Tadeo Sotelo Noriega;883151190;40;No;Urbana;M;Religioso;Familia;PUEBLO INDIGENA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Martirio Aranda Guzman;605164147;23;No;Urbana;M;Religioso;Familia;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bernardo Morera Barral;241562134;45;Sí;Rural;F;Soltero;Recursos Propios;PUEBLO INDIGENA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Baudelio Arroyo Abad;316547182;27;No;Urbana;F;Religioso;Beca;REGULAR PREGRADO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Agustín de Aguilera;374051933;43;No;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Ernesto Tenorio Medina;970561384;27;No;Urbana;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Febe Carretero Montalbán;801473470;16;Sí;Urbana;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Epifanio Porras Pulido;326233761;36;Sí;Urbana;M;Casado;Familia;DESPLAZADO;Sí;No;3
MERCADEO;Alejandro Roldan Soler;226553866;47;No;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Juan Pablo Vall;186151712;24;Sí;Urbana;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
ADMINISTRACIÓN FINANCIERA;Gloria Naranjo Núñez;372705918;48;Sí;Rural;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;Sí;5
MERCADEO;Lorenza Ojeda Mir;937273633;44;Sí;Rural;M;Unión Libre;Familia;PUEBLO INDIGENA;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Fanny Sáenz Aranda;905885036;26;Sí;Rural;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Feliciano Oliva Meléndez;187834427;35;No;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Mario de Mosquera;881557556;20;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Celestino Llorente;818043403;45;Sí;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Benjamín Iván Torrents Blasco;447942119;28;No;Urbana;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;3
MERCADEO;Marciano Losada;783489131;42;No;Urbana;F;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Encarnita de Camino;289821008;36;No;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Amancio Vilalta Villanueva;758571035;20;Sí;Rural;M;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Miguel Ramirez Figuerola;541210292;26;No;Rural;F;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Araceli Riquelme Ávila;70222561;51;Sí;Rural;M;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
MERCADEO;José Manuel Julián Gutierrez Andrade;784950997;23;Sí;Urbana;M;Unión Libre;Beca;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cebrián Tamarit-Sosa;54792936;35;No;Urbana;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Daniel Huertas Esteban;93980887;41;No;Rural;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Eladio Nuñez Valera;576949547;44;Sí;Urbana;M;Casado;Recursos Propios;DESPLAZADO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Toño Colomer Cardona;746734048;30;Sí;Rural;M;Divorciado;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;1
MERCADEO;Alondra de Moliner;554664431;28;Sí;Rural;M;Religioso;Crédito;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Valerio Raya Avilés;972813626;48;Sí;Rural;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isa de Valcárcel;571790864;52;No;Rural;M;Soltero;Beca;DESPLAZADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Natividad Múgica Alfonso;918482623;19;No;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Maxi Camps Nevado;250063051;25;Sí;Rural;M;Casado;Familia;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Gerónimo Ángel Zamorano;559659815;34;No;Rural;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Manuel Cabello Vallejo;647239275;51;Sí;Urbana;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Loida Bosch Ocaña;757643420;28;No;Rural;M;Madre soltera;Crédito;REGULAR PREGRADO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Teo Cid-Vergara;599872578;17;No;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Manu Amaya Berenguer;590727126;28;No;Urbana;F;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ricardo Moya Roldán;34883548;23;Sí;Rural;M;Soltero;Crédito;REGULAR PREGRADO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Leocadia Salazar;701136012;18;No;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Catalina Fernandez Duran;511270167;27;Sí;Rural;F;Religioso;Familia;PUEBLO INDIGENA;No;Sí;4
ADMINISTRACIÓN FINANCIERA;David Osorio Cifuentes;996106908;21;No;Urbana;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Fabricio Gil Armas;126080296;35;Sí;Rural;M;Soltero;Beca;PUEBLO INDIGENA;No;No;5
MERCADEO;Juana Gilabert Páez;194442008;51;Sí;Urbana;F;Religioso;Familia;DESPLAZADO;Sí;Sí;5
MERCADEO;Martina Abril Blázquez;351355145;28;Sí;Urbana;F;Unión Libre;Familia;REGULAR PREGRADO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Nélida Águeda Núñez Mancebo;656505274;19;No;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Luis Agustí Vega;460611476;46;No;Urbana;F;Soltero;Crédito;REGULAR PREGRADO;Sí;No;5
MERCADEO;Nando Saez Corral;223542324;22;Sí;Urbana;M;Casado;Crédito;DESPLAZADO;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Anastasio Arjona Rodríguez;350678458;16;No;Urbana;F;Unión Libre;Familia;PUEBLO INDIGENA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Graciana Natividad Aguiló Cózar;698307144;22;No;Rural;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Atilio Márquez Casado;184950585;38;Sí;Rural;M;Religioso;Crédito;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosa Lasa Francisco;375713102;36;Sí;Rural;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Ana Sofía Soriano;691761131;28;Sí;Urbana;M;Unión Libre;Crédito;DESPLAZADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Sabina Anaya;680561756;23;No;Rural;M;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Albino Vara;330201012;36;Sí;Rural;F;Divorciado;Crédito;PUEBLO INDIGENA;Sí;Sí;1
MERCADEO;Carina Vicens Sosa;347765855;51;No;Urbana;M;Soltero;Familia;COMUNIDAD NEGRA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Juanito Alfonso Giralt;742753726;51;No;Urbana;M;Divorciado;Beca;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Edelmiro Barriga;129065337;25;No;Rural;F;Casado;Beca;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Benjamín Casanova Flor;49981067;17;No;Urbana;F;Casado;Familia;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Zoraida Álamo Mesa;634263704;22;No;Rural;M;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rosalinda Galindo-Abascal;70536902;22;No;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ani Duran Atienza;108430531;28;No;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eloy Manzano Sedano;524567292;39;Sí;Rural;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julie Castejón-Bernal;445402231;46;No;Urbana;M;Unión Libre;Crédito;DESPLAZADO;Sí;Sí;2
MERCADEO;Adela Tejedor;245149786;26;Sí;Urbana;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Jordán Palma-Ponce;65483666;38;No;Urbana;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marcia de Alcázar;629140548;30;Sí;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cesar Fábregas Donaire;702559146;45;Sí;Rural;M;Religioso;Recursos Propios;DESPLAZADO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;María Jesús Chaparro Castrillo;474492160;42;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Matilde de Fortuny;976117336;27;No;Rural;M;Madre soltera;Beca;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Roberta Villalba Sainz;691528163;32;Sí;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
MERCADEO;Óscar Belda-Montero;321566950;40;No;Urbana;M;Religioso;Familia;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Gil Cadenas Falcó;24740549;44;No;Rural;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
ADMINISTRACIÓN FINANCIERA;Ariadna Ribes-Izaguirre;305267570;20;No;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Florentino Castilla Serna;773130657;16;No;Rural;F;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Consuela Berrocal-Toro;343904094;47;No;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Rodolfo de Chacón;970279011;18;No;Rural;M;Madre soltera;Crédito;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Azahar Feliu-Contreras;787748756;39;Sí;Rural;M;Religioso;Crédito;DESPLAZADO;No;No;3
MERCADEO;Natanael Viñas-Parejo;40200152;46;No;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Chema Giménez Reig;530288266;30;Sí;Urbana;M;Divorciado;Beca;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Telmo Alsina Núñez;509488004;34;Sí;Urbana;F;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fidel Juliá Albero;582507404;39;Sí;Rural;M;Unión Libre;Familia;REGULAR PREGRADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Candela Saldaña-Vendrell;750139689;48;Sí;Rural;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
MERCADEO;Celestina del Balaguer;330257620;25;Sí;Urbana;M;Soltero;Beca;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Salud Peralta;939918740;41;Sí;Rural;M;Casado;Beca;REGULAR PREGRADO;No;Sí;4
MERCADEO;Vicenta Palma Giménez;565875860;24;Sí;Rural;F;Divorciado;Beca;COMUNIDAD NEGRA;Sí;Sí;3
MERCADEO;Joan Valbuena Guitart;379492977;25;Sí;Rural;F;Religioso;Crédito;COMUNIDAD NEGRA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Guiomar Poncio Andrés Tejedor;117396282;43;Sí;Rural;F;Divorciado;Beca;REGULAR PREGRADO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnacion Rozas Garcia;601074919;32;No;Rural;F;Divorciado;Beca;DESPLAZADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Rubén Villalonga Sedano;509179490;25;Sí;Urbana;M;Soltero;Beca;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Lucía Camps-Seguí;27367723;43;Sí;Urbana;M;Casado;Familia;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Rita Pintor Hoz;888644406;41;Sí;Urbana;M;Madre soltera;Crédito;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Custodio Sotelo Pons;718552183;33;No;Rural;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Priscila Agustí Ballesteros;645437478;18;No;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Maribel Zorrilla Tomé;505636714;17;Sí;Rural;M;Madre soltera;Beca;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Milagros Chamorro Alba;815642350;32;No;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Herminio de Peralta;865638414;40;Sí;Rural;F;Casado;Recursos Propios;DESPLAZADO;No;No;4
MERCADEO;Inocencio Taboada Cruz;17722763;54;No;Urbana;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eulalia Purificación Rueda Escamilla;291490564;51;No;Urbana;M;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;José Antonio de Cifuentes;4031197;52;No;Urbana;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Luz Alarcón;787574015;35;No;Rural;F;Divorciado;Familia;DESPLAZADO;Sí;Sí;3
MERCADEO;Aureliano Perez;462234382;47;No;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;Sí;2
MERCADEO;Hernando Martin Blasco;6206116;33;Sí;Urbana;M;Soltero;Beca;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Tristán del Almansa;15398357;36;No;Rural;F;Soltero;Familia;REGULAR PREGRADO;No;Sí;4
MERCADEO;Anna Alarcón Bertrán;987605231;19;Sí;Rural;M;Religioso;Beca;DESPLAZADO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Óscar Jimenez Flor;871235057;24;No;Rural;M;Divorciado;Familia;DESPLAZADO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Nazaret Villalonga Azcona;82847790;49;Sí;Rural;M;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jose Manuel Sans Acedo;939547761;40;No;Rural;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
MERCADEO;Eulalia Narváez-Enríquez;302701307;49;No;Rural;F;Religioso;Recursos Propios;DESPLAZADO;No;No;5
