index;Periodo;Tipo_de_población_a_la_que_pertenece;Año_de_graduación_como_bachiller;Desde_que_ingresó_a_su_carrera_universitaria_¿Cuánto_tiempo_estuvo_sin_realizar_estudios(años)?;¿Tipo_de_institución_donde_terminó_el_bachillerato?;Selecciona_la_modalidad_del_bachillerato_que_estudió;Estudios_que_ha_adelantado;Actualmente_trabaja;Seguridad_social:;¿Cómo_financia_sus_estudios?;¿Es_padre_o_madre_cabeza_de_familia?;Número_de_hijos:;¿Con_quién_vive?;Grado_de_escolaridad_de_la_madre;Grado_de_escolaridad_de_la_padre;Tipo_de_transporte_que_utiliza_para_desplazarse_hasta_la_universidad:;Seleccione_un_rango_de_costo_en_pasajes_hasta_la_universidad:;¿Cuál_es_la_razón_que_lo_motivó_a_escoger_el_programa_en_la_modalidad_a_distancia?;Programa_académico_al_cual_pertenece:;Ubicación_semestral;Señale_cuál(es)_dificultad(es)_académica(s)_ha_presentado_en_el_transcurso_de;¿Posee_algún_tipo_de_discapacidad?;Practica_algún_deporte;¿Cuál(es)_es(son)_su(s)_pasatiempo(s)_favorito(s)?;¿Hace_parte_de_algún_grupo_artístico,_cultural,_deportivo_o_juvenil?;¿Le_gusta_trabajar_en_equipo?;¿De_qué_tiempo_dispone_para_trabajar_individualmente?;De_qué_tiempo_dispone_para_trabajar_en_equipo?;Posee_dificultades_para_relacionarse_con_otras_personas_(compañeros,_docentes)_(única_respuesta);En_cuanto_a_sus_profesores,_se_siente:_(única_respuesta);En_cuanto_a_la_elección_de_su_carrera_se_siente:;¿Cuál_es_su_proyecto_de_vida?;¿Está_habituado(a)_a_tomar_notas_y_apuntes_en_su_proceso_de_estudio?;Seleccione_el_nivel_de_conocimiento_en_informática;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;Seleccione_los_dispositivos_electrónicos_con_los_que_cuenta_actualmente;¿Cuáles_son_las_principales_actividades_que_realiza_en_internet?_;PERIODOINGRESO;SITE_DESCRIPCION;ESTADO_CIVIL;ESTRATO;SEXO;LIBRETA_MILITAR;CLASE_LIBRETA;NACIONALIDAD;DEPARTAMENTOID_INSTITUCION;MUNICIPIOID_INSTITUCION;INSTITUCIONEDUCATIVA;NOMBRE_INSTITUCIONEDUCATIVA;PAIS_NACIMIENTO;DEPARTAMENTO_NACIMIENTO;CIUDAD_NACIMIENTO;PAIS_PROCEDENCIA;DEPARTAMENTO_PROCEDENCIA;MUNICIPIO_PROCEDENCIA;ZONARESIDENCIAL;CIRCUNSCRIPCION;ORIENTACION_SEXUAL;IDENTIDAD_DE_GENERO;CAPACIDADEXCEPCIONAL;DISCAPACIDAD;DISCAPACIDAD_DESCRI;DISCAPACIDAD_ID_PADRE;EDAD_DE_INGRESO;PROGRAMA;nombre;cedula;MATERIA;NOTA;CREDITOS;CREDITOS_PROGRAMA;APROBADO;TIPO;PERIODO2;PROMEDIO;MATRICULAS;SEMILLERO;SOLI_ID;SOLI_ESTADO;SUBSIDIO_ALIMENTARIO;NOMBRE_EPS;INGRESOS_ULTIMO_ANO;CIRCUNSCRIPCION2;PUNTAJE_SISBEN;ES_EGRESADO;FECHAGRADUACION;ES_REINGRESO;IDENTIFICADOR;CantidadMateriasPerdidas;CantidadDeSemestres;PorcentajeDeCreditos
69;1/02/2018;Urbana;2002;3;Pública;Presencial;Pregrado;No;Subsidiado;Recursos Propios;Si;1-feb;Sólo;Secundaria;Secundaria;Bus;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil
Teléfono celular - solo llamadas";Redes sociales;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;327060;COLEGIO NACIONAL FEMENINO;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;330;LICENCIATURA EN PEDAGOGÍA INFANTIL;Tibold Boddam;449479091;CONTEXTO SOCIOECONOMICO DE LA EDUCACION;3,7;2;1330;SI;NORMAL;1/01/2019;4;falta;;;;NO;falta no se guarda;$600.000,oo;REGULAR PREGRADO;;NO;;NO;333;0;3;3,38346E+15
15;1/01/2017;Urbana;1996;18;Pública;Presencial;Ninguno;No;Subsidiado;Familia;Si;3-abr;Esposo(a) e hijos;Primaria;Ninguna;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Otro;Otro;No;Casi siempre;3-4 horas diarias;Solo fines de semana;No;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;"Portátil
Teléfono celular - solo llamadas";Correo electrónico;1/01/2017;GRADUADO;Unión Libre;1;F;NO;;CO;Caquetá;EL DONCELLO;504270;CONCENTRACION DE DESARROLLO RURAL;Colombia;Caquetá;EL DONCELLO;Colombia;Caquetá;EL DONCELLO;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;380;LICENCIATURA EN PEDAGOGÍA INFANTIL;Inness Whysall;640597580;TEORIA DE LA ENSEÑANZA;3,8;3;1330;SI;NORMAL;1/01/2019;3,9;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;25/11/2022;NO;348;10;12;100
3;1/01/2017;Rural;1999;9;Pública;Presencial;Técnico;No;Subsidiado;Recursos Propios;Si;1-feb;Madre y/o Padre;Primaria;Secundaria;A pie;;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;IX;ninguna;Ninguna;Ninguno;Escuchar música;No;Siempre;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Ninguno;No;No;Celular inteligente;Redes sociales;1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;EL DONCELLO;;;;;REGULAR PREGRADO;;;;;;;390;LICENCIATURA EN PEDAGOGÍA INFANTIL;Yank Dullaghan;404464809;MODULO INTRODUCTORIO;1,8;15;1330;NO;NORMAL;1/01/2017;1,8;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;350;10;1;0
60;1/01/2017;Urbana;1994;7;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Técnico;Secundaria;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;concentración;Ninguna;Fútbol;Escuchar música;Sí;Casi siempre;1-2 horas diarias;1-2 horas diarias;No;Muy satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;No;Portátil;Correo electrónico;1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;2;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;410;TECNOLOGÍA EN CRIMINALISTICA;Sadella Goldbourn;640523529;INTRODUCCION A LA CRIMINALISTICA Y POLICIA JUDICIAL;4,4;3;970;SI;NORMAL;1/01/2017;4,25;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;462;0;2;3,50515E+16
27;1/02/2016;Urbana;2000;16;Privada;Semipresencial;Otros;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Técnico;Universitario;Carro;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;concentración;Visual;Ciclismo;Cocinar;No;Casi siempre;1-2 horas diarias;1-2 horas diarias;No sabe / No responde;Algo satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;Computador de escritorio;Redes sociales;1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;0;M;NO;;CO;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;REGULAR PREGRADO;;;;;;;370;ADMINISTRACIÓN FINANCIERA;Halsey Ruzek;846198168;MODULO INTRODUCTORIO;0,77;14;1490;NO;NORMAL;1/02/2016;0,77;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;469;10;1;0
21;1/02/2016;Urbana;2002;14;Pública;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Ninguna;Primaria;Moto;;Es el campo de formación de mi interés;Tecnología en Criminalística;I;ninguna;Ninguna;Fútbol;Leer;No;Casi siempre;Todo el tiempo disponible;3-4 horas diarias;Sí;Satisfecho;Muy satisfecho;Otro;Siempre tomo notas;Básico;Sí;Sí;Portátil;Cursos virtuales;1/02/2016;GRADUADO;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;320;TECNOLOGÍA EN CRIMINALISTICA;Man Surgood;361965220;INTRODUCCION AL DERECHO;3,8;3;970;SI;NORMAL;1/02/2016;3,74;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;24/04/2020;NO;493;20;7;100
172;1/02/2021;Urbana;2019;1;Pública;Presencial;Técnico;No;Contributivo;Recursos Propios;No;No tiene;Tíos ;Secundaria;Secundaria;Bus;$ 50.000 en adelante;Buen prestigio;Licenciatura en Educación Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;Portátil;"Correo electrónico;Redes sociales;Música y vídeos;Descargar programas y juegos;Cursos virtuales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;CO;Bogotá, Distrito Capital;BOGOTA D.C.;562830;COLEGIO DISTRITAL AGUSTIN FERNANDEZ;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;190;LICENCIATURA EN EDUCACIÓN INFANTIL;Clemente Capeling;134788924;EL MAESTRO DE EDUCACIÓN INFANTIL;4,2;3;1620;SI;NORMAL;1/02/2021;3,86;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;497;0;1;8,64198E+15
174;1/02/2020;Urbana;2019;0;Pública;Presencial;Ninguno;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Maestría;Especialización;Bus;;Buen futuro laboral;Profesional en Mercadeo;II;"memoria
concentración";Visual;Ninguno;"Escuchar música
Otro";No;Nunca;Todo el tiempo disponible;Todo el tiempo disponible;No sabe / No responde;Satisfecho;No sabe / No responde;Ser profesional;A menudo tomo notas;Avanzado;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Música y vídeos
Descargar programas y juegos";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;M;NO;;Colombia;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;REGULAR PREGRADO;;;;;;;170;MERCADEO;Valenka Purslow;807035679;EDUCACIÓN A DISTANCIA;2,2;3;1480;NO;NORMAL;1/02/2020;2,57;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;503;50;1;2,02703E+15
97;1/01/2018;Urbana;2017;0;Privada;Presencial;Ninguno;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Especialización;Ninguna;A pie;$ 10.000 - $ 15.000;Otro;Tecnología en Criminalística;I;ninguna;Ninguna;Otro;"Leer
Otro";Sí;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;No sabe / No responde;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Portátil
Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;3;F;NO;;CO;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;COMUNIDAD NEGRA;;;;;;;170;TECNOLOGÍA EN CRIMINALISTICA;Budd Hawton;845301535;INTRODUCCION AL DERECHO;2,5;3;970;NO;NORMAL;1/01/2018;2,16;falta;;;;NO;falta no se guarda;,oo;COMUNIDAD NEGRA;;NO;;NO;504;70;1;0
136;1/02/2018;Urbana;2017;0;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Primaria;Taxi;$ 50.000 en adelante;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;"comprensión de lectura
concentración";Ninguna;Otro;Escuchar música;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;Portátil;Música y vídeos;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Cundinamarca;FACATATIVA;;;;;REGULAR PREGRADO;;;;;;;170;LICENCIATURA EN PEDAGOGÍA INFANTIL;Isaak Eastabrook;433138934;MODULO INTRODUCTORIO;0,9;15;1330;NO;NORMAL;1/02/2018;0,9;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;512;10;1;0
134;1/02/2020;Urbana;2019;0;Pública;Presencial;Otros;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Secundaria;Secundaria;Moto;Inferior a $ 4.000;Buen futuro laboral;Administración Financiera;I;comprensión de lectura;Visual;Ninguno;Escuchar música;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Medio;No;Sí;"Portátil
Celular inteligente";"Música y vídeos
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Huila;NEIVA;;;;;REGULAR PREGRADO;;;;;;;190;ADMINISTRACIÓN FINANCIERA;Jeddy Hundall;845295852;PENSAMIENTO LÓGICO MATEMÁTICO;0,89;3;1690;NO;NORMAL;1/02/2020;0,92;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;520;60;1;0
183;1/02/2021;Urbana;2018;1;Pública;Presencial;Ninguno;No;Contributivo;Familia;Si;1-feb;Madre y/o Padre;Secundaria;Primaria;A pie;$ 50.000 en adelante;Buen futuro laboral;Licenciatura en Educación Infantil;I;memoria;Visual;Ninguno;Bailar;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil;Celular inteligente";"Redes sociales;Cursos virtuales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Madre soltera;1;F;NO;;CO;;;;;Colombia;Huila;GARZON;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;200;LICENCIATURA EN EDUCACIÓN INFANTIL;Amabel Firmage;345547227;INVESTIGACIÓN I;1,2;3;1620;NO;NORMAL;1/01/2022;1,97;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;528;60;2;8,64198E+15
352;1/01/2022;Urbana;2018;1;Pública;Presencial;Pregrado;Sí;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Primaria;Secundaria;Bus;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;memoria;Ninguna;Fútbol;Escuchar música;No;Algunas veces;Solo fines de semana;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil;Celular inteligente";"Correo electrónico;Música y vídeos;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;Colombia;;;;;Colombia;Huila;PITALITO;;;;;REGULAR PREGRADO;;;;;;;220;TECNOLOGÍA EN CRIMINALISTICA;Cozmo Nance;122264452;UNIVERSIDAD REGION Y MEDIO AMBIENTE;0;3;970;NO;NORMAL;1/01/2022;0,07;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;537;70;1;0
117;1/01/2020;Rural;2018;1;Pública;Informal (Sabatino);Ninguno;No;Subsidiado;Recursos Propios;Si;1-feb;Otras Personas;Primaria;Ninguna;A pie;$ 50.000 en adelante;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;memoria;Ninguna;Ninguno;Cocinar;No;Algunas veces;Solo fines de semana;1-2 horas diarias;No sabe / No responde;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Computador de escritorio;Cursos virtuales;1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;0;F;NO;;Colombia;;;;;Colombia;Risaralda;PEREIRA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;270;LICENCIATURA EN EDUCACIÓN INFANTIL;Cheslie Jeske;792354624;EDUCACIÓN A DISTANCIA;0,8;3;1620;NO;NORMAL;1/01/2020;0,88;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;541;100;1;0
218;1/02/2021;Urbana;2010;5;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;No;1-feb;Madre y/o Padre;Primaria;Secundaria;Moto;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Mercadeo;I;memoria;Visual;Voleibol;Cocinar;No;Casi siempre;1-2 horas diarias;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;Portátil;"Correo electrónico;Redes sociales;Música y vídeos";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;CO;Caquetá;FLORENCIA;969090;COLEGIO SAN JUAN BOSCO;Colombia;Cauca;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;290;MERCADEO;Albie Hamnet;152841822;EDUCACIÓN A DISTANCIA;0;3;1480;NO;NORMAL;1/02/2021;0,11;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;565;60;1;0
69;1/01/2018;Urbana;2017;0;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Otras Personas;Primaria;Primaria;Moto;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;ninguna;Visual;Atletismo;Escuchar música;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;Computador de escritorio;"Correo electrónico
Redes sociales
Música y vídeos";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;PRIMERA;Colombia;;;;;Colombia;Caquetá;BELEN DE LOS ANDAQUIES;;;;;DESPLAZADO;;;;;;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Tracey Tambling;654558814;FILOSOFIA DE LA EDUCACION;0;3;1330;NO;NORMAL;1/02/2018;1,8;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;566;60;2;1,12782E+16
282;1/01/2022;Urbana;2017;1;Pública;Presencial;Pregrado;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y hermanos;Ninguna;Ninguna;Moto;Inferior a $ 4.000;Es el campo de formación de mi interés;Licenciatura en Educación Infantil;I;ninguna;Ninguna;Gimnasia;Leer;No;Casi siempre;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil;Celular inteligente";"Correo electrónico;Redes sociales;Música y vídeos;Cursos virtuales";1/01/2019;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;PUERTO RICO;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;190;LICENCIATURA EN PEDAGOGÍA INFANTIL;Ethyl Lapslie;106641857;MODULO INTRODUCTORIO;1,6;15;1330;NO;NORMAL;1/01/2019;1,6;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;584;10;1;0
52;1/02/2017;Urbana;2014;2;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Primaria;Secundaria;Taxi;$ 50.000 en adelante;Buen futuro laboral;Administración Financiera;I;ninguna;Ninguna;Ninguno;Escuchar música;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;Portátil;Redes sociales;1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;CO;Caquetá;PUERTO RICO;442890;INSTITUTO ACEVEDO Y GOMEZ;Colombia;Caquetá;PUERTO RICO;Colombia;Caquetá;PUERTO RICO;URBANA;DESPLAZADO;NO APLICA;MASCULINO;NO APLICA;0;NO APLICA;;200;ADMINISTRACIÓN FINANCIERA;Genovera Mosedill;732328767;VARIABLES ECONÓMICAS QUE AFECTAN A LA ORGANIZACIÓN.;3,4;3;1490;SI;NORMAL;1/02/2019;3,74;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;SI;590;100;9;7,11409E+15
155;1/02/2020;Urbana;2018;2;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;Si;1-feb;Otras Personas;Técnico;Ninguna;A pie;$ 4.000 - $ 10.000;Otro;Licenciatura en Pedagogía Infantil;I;"memoria
concentración";Visual;Ninguno;Leer;No;Algunas veces;Todo el tiempo disponible;Todo el tiempo disponible;Sí;Satisfecho;Satisfecho;Otro;Pocas veces tomo notas;Básico;No;Sí;Celular inteligente;Otros;1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;EL DONCELLO;444790;COLEGIO NACIONAL MARCO FIDEL SUAREZ;Colombia;Caquetá;EL DONCELLO;Colombia;Caquetá;EL DONCELLO;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;180;LICENCIATURA EN EDUCACIÓN INFANTIL;Lennard Davidge;108236989;COMUNICACIÓN Y PRODUCCIÓN DE TEXTO AUTÓNOMO II;0,96;2;1620;NO;NORMAL;1/01/2021;2,17;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;608;60;2;8,64198E+15
298;1/01/2022;Urbana;2020;1;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Primaria;A pie;Inferior a $ 4.000;Otro;Licenciatura en Educación Infantil;I;memoria;Ninguna;Ninguno;Leer;No;Rara vez;3-4 horas diarias;3-4 horas diarias;Sí;No sabe / No responde;No sabe / No responde;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;Celular inteligente;"Redes sociales;Música y vídeos;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;EL DONCELLO;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;190;LICENCIATURA EN EDUCACIÓN INFANTIL;Merv Eickhoff;273596989;EL MAESTRO DE EDUCACIÓN INFANTIL;0,8;3;1620;NO;NORMAL;1/01/2022;0,88;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;625;50;1;0
108;1/02/2018;Rural;2017;21;Pública;Presencial;Ninguno;No;Subsidiado;Familia;Si;1-feb;Madre y/o Padre;Primaria;Primaria;Taxi;$ 50.000 en adelante;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;escritura;Ninguna;Ninguno;Bailar;No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No sabe / No responde;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;No;No;Teléfono celular - solo llamadas;Redes sociales;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;F;NO;;Colombia;;;9999999990;Otra;Colombia;Caquetá;MILAN;Colombia;Caquetá;MILAN;RURAL;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;170;LICENCIATURA EN PEDAGOGÍA INFANTIL;Harmon Craythorne;470087038;INTRODUCCION AL DESARROLLO HUMANO;3,3;3;1330;SI;NORMAL;1/01/2019;3,3;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;SI;633;40;6;5,6391E+16
114;1/02/2018;Urbana;2017;1;Pública;Presencial;Técnico;No;Subsidiado;Familia;Si;1-feb;Esposo(a) e hijos;Primaria;Secundaria;A pie;Inferior a $ 4.000;Otro;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Ninguno;Otro;No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Avanzado;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Descargar programas y juegos
Cursos virtuales";1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;SOLITA;Colombia;Caquetá;SOLITA;URBANA;DESPLAZADO;NO APLICA;FEMENINO;;;;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Britni Sprulls;479384344;FILOSOFIA DE LA EDUCACION;3,3;3;1330;SI;NORMAL;1/01/2019;3,7;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;636;0;2;2,25564E+15
98;1/01/2018;Urbana;2017;0;Privada;Presencial;Ninguno;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Universitario;Especialización;Moto;$ 4.000 - $ 10.000;Consejo de otras personas;Tecnología en Criminalística;I;ninguna;Visual;Ninguno;Bailar;No;Algunas veces;Todo el tiempo disponible;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;170;TECNOLOGÍA EN CRIMINALISTICA;Kort Burthom;106359359;METODOLOGÍA DE LA INVESTIGACIÓN I;3,6;2;970;SI;NORMAL;1/01/2021;3,71;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;SI;643;10;6;9,58763E+15
