PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN PEDAGOGÍA INFANTIL;Édgar Valls Patiño;152490347;23;No;Rural;M;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;2
MERCADEO;Poncio Mendoza Piña;688561288;19;No;Rural;M;Soltero;Familia;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Tiburcio Carrillo;164641815;46;No;Urbana;M;Casado;Familia;COMUNIDAD NEGRA;Sí;Sí;5
MERCADEO;Alfonso Diez Velázquez;772901081;53;No;Rural;F;Divorciado;Crédito;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Goyo del Bayo;649485188;50;No;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;León Lobato Ugarte;606198111;35;No;Urbana;M;Divorciado;Recursos Propios;DESPLAZADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Elba Tatiana Marco Menendez;422219102;45;Sí;Urbana;F;Religioso;Familia;PUEBLO INDIGENA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Agustín Mármol Blazquez;715077118;21;Sí;Urbana;F;Casado;Crédito;DESPLAZADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Agustina Amaya;781547306;49;Sí;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;No;No;5
MERCADEO;Juan Antonio Duran-Roda;663027849;36;Sí;Rural;F;Religioso;Beca;PUEBLO INDIGENA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Saturnina Palomares;642520720;39;No;Rural;M;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Nacio Andreu;990675689;38;Sí;Urbana;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Olimpia Izaguirre Arévalo;651862400;43;Sí;Rural;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
MERCADEO;Fabio Ricart Ramírez;800558138;27;No;Rural;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Isidro de Zabala;385349688;26;No;Rural;F;Casado;Recursos Propios;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Mauricio Armengol Moliner;179430885;16;No;Urbana;M;Madre soltera;Familia;DESPLAZADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Rosa María Jordá Solsona;940676117;48;Sí;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Vera Iglesias Ferreras;896118301;21;No;Urbana;F;Divorciado;Familia;PUEBLO INDIGENA;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Estela Olalla Paniagua Chaparro;384076191;21;Sí;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Cornelio Ochoa Duran;283408796;31;Sí;Urbana;M;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Manuel de Valcárcel;868404564;34;No;Urbana;F;Religioso;Crédito;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Guillermo Orozco Perez;98738409;21;Sí;Urbana;F;Unión Libre;Crédito;DESPLAZADO;No;No;4
MERCADEO;Gala Ariel Marcos Frías;104284425;52;No;Urbana;F;Divorciado;Crédito;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Severiano de Pombo;831593456;37;Sí;Rural;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Úrsula Andreu Navas;144624967;36;No;Urbana;M;Madre soltera;Crédito;DESPLAZADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Román Blanes;297425925;22;No;Rural;M;Divorciado;Beca;DESPLAZADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Reynaldo Galan-Mosquera;246778917;51;No;Urbana;M;Soltero;Beca;REGULAR PREGRADO;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Itziar Adadia;902960460;36;Sí;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Jose Amores Iborra;749634786;48;Sí;Urbana;F;Unión Libre;Beca;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julio Curro Gallo Palau;243546573;27;Sí;Rural;F;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ascensión Pereira Pulido;189745766;25;Sí;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
MERCADEO;Angélica Sotelo Valenciano;801786783;22;Sí;Rural;M;Soltero;Crédito;DESPLAZADO;No;Sí;2
MERCADEO;Lisandro Múñiz Cuenca;147680255;54;Sí;Rural;M;Divorciado;Crédito;PUEBLO INDIGENA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Evaristo Morera Yáñez;58564155;53;No;Rural;F;Religioso;Familia;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juan Francisco Olivé Palomino;661498604;17;No;Rural;F;Religioso;Beca;DESPLAZADO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Lisandro Dan Salom Salgado;669107614;20;Sí;Urbana;M;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
MERCADEO;Adoración Cornejo Suarez;476632393;36;Sí;Urbana;F;Casado;Crédito;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Benigno Heriberto Botella Carreño;554016848;46;No;Urbana;M;Religioso;Familia;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Virginia Chaparro Girona;732231530;32;Sí;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Valeria Pablo Pagès;414372005;21;No;Urbana;M;Divorciado;Familia;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Lidia de Tovar;794346453;43;No;Rural;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Diana Vélez Llabrés;428132914;23;No;Rural;M;Divorciado;Recursos Propios;DESPLAZADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Dani Aristides Pedro Pinto;17262025;46;No;Rural;F;Casado;Familia;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Ramón Roig Solsona;284200109;44;No;Urbana;F;Divorciado;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ramón Marín Gonzalez;575372034;16;No;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Lupe Vasco Manjón Laguna;895552816;16;No;Rural;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;4
MERCADEO;Maxi Cuéllar Alberola;390085630;30;No;Urbana;F;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Álvaro Benavent-Serna;814525243;26;Sí;Rural;F;Casado;Recursos Propios;REGULAR PREGRADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Eufemia Bejarano Hidalgo;17177013;35;Sí;Urbana;M;Divorciado;Familia;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Cleto Sacristán Aznar;630755502;34;No;Rural;F;Casado;Crédito;REGULAR PREGRADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Omar Cortina Pacheco;807601877;51;No;Rural;M;Divorciado;Beca;DESPLAZADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Poncio Peña Valencia;252879185;19;Sí;Rural;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Seve Iker Suarez Guijarro;364289290;28;No;Urbana;M;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Jordi Bernardo Manjón Moraleda;944283211;24;Sí;Rural;M;Casado;Beca;PUEBLO INDIGENA;No;No;1
ADMINISTRACIÓN FINANCIERA;Lucila Calatayud Barco;190429626;38;No;Urbana;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Porfirio Torre Donoso;135688266;52;No;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;No;No;5
MERCADEO;Violeta Roca Mendez;835616679;48;Sí;Rural;F;Divorciado;Crédito;DESPLAZADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Apolinar Saldaña;352243332;35;Sí;Urbana;F;Casado;Beca;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Isidoro Miguel Frutos;250619692;27;No;Rural;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Fabiana Bartolomé Malo;421566434;38;No;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Cesar del Toledo;854013827;41;No;Rural;F;Soltero;Crédito;REGULAR PREGRADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Julio César Arnau;376450188;45;Sí;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lupe Tadeo Sotelo Noriega;9984814;16;No;Rural;M;Casado;Crédito;DESPLAZADO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Martirio Aranda Guzman;326022519;19;No;Rural;F;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
MERCADEO;Bernardo Morera Barral;682263189;21;No;Rural;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Baudelio Arroyo Abad;123977778;18;No;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
MERCADEO;Agustín de Aguilera;794356881;54;Sí;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Ernesto Tenorio Medina;511137472;51;Sí;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Febe Carretero Montalbán;253507767;22;Sí;Rural;M;Soltero;Beca;PUEBLO INDIGENA;No;No;1
MERCADEO;Epifanio Porras Pulido;827842046;23;No;Rural;F;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Alejandro Roldan Soler;639216451;45;Sí;Rural;F;Soltero;Crédito;COMUNIDAD NEGRA;No;No;2
MERCADEO;Juan Pablo Vall;14494754;26;No;Rural;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
MERCADEO;Gloria Naranjo Núñez;645398761;38;No;Rural;F;Madre soltera;Crédito;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Lorenza Ojeda Mir;830144459;41;Sí;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Fanny Sáenz Aranda;202408528;41;No;Rural;F;Casado;Familia;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Feliciano Oliva Meléndez;397978217;53;No;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Mario de Mosquera;342360092;40;No;Rural;F;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;3
MERCADEO;Celestino Llorente;289941076;19;Sí;Rural;M;Unión Libre;Crédito;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Benjamín Iván Torrents Blasco;826870652;46;No;Urbana;F;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marciano Losada;609065450;20;Sí;Urbana;F;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Encarnita de Camino;574933461;35;Sí;Rural;F;Religioso;Familia;PUEBLO INDIGENA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Amancio Vilalta Villanueva;530593587;35;Sí;Urbana;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Miguel Ramirez Figuerola;149113028;45;Sí;Urbana;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
MERCADEO;Araceli Riquelme Ávila;62465241;42;No;Rural;M;Casado;Crédito;REGULAR PREGRADO;No;No;4
MERCADEO;José Manuel Julián Gutierrez Andrade;241197926;23;Sí;Urbana;F;Casado;Recursos Propios;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Cebrián Tamarit-Sosa;294455513;28;Sí;Urbana;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;Sí;3
MERCADEO;Daniel Huertas Esteban;292508776;51;No;Rural;F;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Eladio Nuñez Valera;900295199;36;Sí;Urbana;M;Religioso;Beca;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Toño Colomer Cardona;714928926;40;Sí;Rural;F;Divorciado;Crédito;DESPLAZADO;No;No;1
MERCADEO;Alondra de Moliner;347502644;49;Sí;Rural;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Valerio Raya Avilés;13332671;43;Sí;Urbana;M;Casado;Crédito;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Isa de Valcárcel;526355483;52;Sí;Rural;F;Religioso;Familia;DESPLAZADO;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Natividad Múgica Alfonso;253521577;27;No;Urbana;F;Divorciado;Beca;DESPLAZADO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Maxi Camps Nevado;636255522;18;Sí;Urbana;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Gerónimo Ángel Zamorano;646925400;51;No;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Manuel Cabello Vallejo;908886613;20;No;Urbana;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;3
MERCADEO;Loida Bosch Ocaña;433301306;46;No;Urbana;F;Casado;Familia;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Teo Cid-Vergara;681764387;43;No;Urbana;M;Religioso;Familia;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Manu Amaya Berenguer;385940031;47;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ricardo Moya Roldán;873767268;44;Sí;Urbana;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Leocadia Salazar;233306562;50;Sí;Rural;F;Divorciado;Familia;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Catalina Fernandez Duran;546099152;18;No;Rural;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;David Osorio Cifuentes;230848453;32;No;Rural;F;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fabricio Gil Armas;391048974;16;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Juana Gilabert Páez;158499038;25;No;Rural;M;Divorciado;Beca;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Martina Abril Blázquez;16443894;49;No;Rural;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Nélida Águeda Núñez Mancebo;325608421;52;Sí;Urbana;F;Religioso;Crédito;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Luis Agustí Vega;857024071;28;No;Urbana;F;Unión Libre;Beca;REGULAR PREGRADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Nando Saez Corral;384465856;23;Sí;Rural;F;Unión Libre;Recursos Propios;REGULAR PREGRADO;Sí;No;2
MERCADEO;Anastasio Arjona Rodríguez;449319351;17;Sí;Urbana;F;Madre soltera;Crédito;COMUNIDAD NEGRA;No;No;4
MERCADEO;Graciana Natividad Aguiló Cózar;919014289;51;Sí;Rural;F;Soltero;Familia;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Atilio Márquez Casado;652793749;31;Sí;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rosa Lasa Francisco;331058087;51;No;Rural;M;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ana Sofía Soriano;899107135;23;No;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Sabina Anaya;902851164;26;No;Rural;M;Soltero;Familia;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Albino Vara;266745799;34;Sí;Urbana;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Carina Vicens Sosa;251861428;17;No;Rural;M;Divorciado;Familia;DESPLAZADO;Sí;No;5
MERCADEO;Juanito Alfonso Giralt;711841005;31;Sí;Rural;M;Soltero;Beca;REGULAR PREGRADO;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Edelmiro Barriga;139903607;53;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Benjamín Casanova Flor;126856623;45;Sí;Rural;F;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Zoraida Álamo Mesa;673849913;39;Sí;Rural;F;Unión Libre;Crédito;DESPLAZADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosalinda Galindo-Abascal;439062926;16;Sí;Urbana;M;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ani Duran Atienza;22082351;26;No;Rural;F;Casado;Crédito;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eloy Manzano Sedano;542078897;54;No;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julie Castejón-Bernal;132115169;28;No;Urbana;M;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Adela Tejedor;728744711;30;Sí;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jordán Palma-Ponce;210170262;37;Sí;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Marcia de Alcázar;603330365;18;No;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Cesar Fábregas Donaire;588690869;49;No;Rural;F;Religioso;Familia;REGULAR PREGRADO;No;No;2
MERCADEO;María Jesús Chaparro Castrillo;209088804;48;No;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Matilde de Fortuny;806525200;40;No;Rural;F;Madre soltera;Beca;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Roberta Villalba Sainz;24153548;33;No;Rural;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Óscar Belda-Montero;965791700;24;No;Urbana;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Gil Cadenas Falcó;422952582;18;Sí;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Ariadna Ribes-Izaguirre;499342026;29;No;Rural;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;4
ADMINISTRACIÓN FINANCIERA;Florentino Castilla Serna;563713576;36;No;Urbana;F;Casado;Familia;REGULAR PREGRADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Consuela Berrocal-Toro;351908415;23;Sí;Urbana;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;2
MERCADEO;Rodolfo de Chacón;13918101;28;No;Rural;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Azahar Feliu-Contreras;640690548;53;No;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Natanael Viñas-Parejo;785577768;24;Sí;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;No;Sí;2
MERCADEO;Chema Giménez Reig;59662897;33;Sí;Urbana;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Telmo Alsina Núñez;700537291;40;No;Urbana;F;Divorciado;Familia;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Fidel Juliá Albero;789141239;38;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;Sí;4
MERCADEO;Candela Saldaña-Vendrell;8315266;17;Sí;Urbana;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Celestina del Balaguer;405160498;17;No;Urbana;M;Casado;Familia;COMUNIDAD NEGRA;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Salud Peralta;777140524;22;Sí;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Vicenta Palma Giménez;419359648;16;No;Rural;F;Divorciado;Beca;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Joan Valbuena Guitart;785617990;42;Sí;Rural;F;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Guiomar Poncio Andrés Tejedor;145010813;18;Sí;Rural;M;Unión Libre;Familia;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnacion Rozas Garcia;895587219;21;No;Urbana;F;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Rubén Villalonga Sedano;167724609;36;Sí;Urbana;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lucía Camps-Seguí;723240266;35;Sí;Urbana;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
ADMINISTRACIÓN FINANCIERA;Rita Pintor Hoz;765735315;52;No;Rural;M;Casado;Familia;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Custodio Sotelo Pons;486142275;19;No;Rural;M;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Priscila Agustí Ballesteros;684088147;34;No;Urbana;M;Unión Libre;Beca;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Maribel Zorrilla Tomé;307607601;20;No;Rural;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Milagros Chamorro Alba;502575398;48;No;Urbana;M;Madre soltera;Crédito;DESPLAZADO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Herminio de Peralta;430134725;34;Sí;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;Sí;No;5
MERCADEO;Inocencio Taboada Cruz;533862533;21;No;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eulalia Purificación Rueda Escamilla;835183551;27;No;Rural;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Antonio de Cifuentes;886966192;43;No;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
MERCADEO;Luz Alarcón;656629106;35;Sí;Rural;F;Soltero;Familia;PUEBLO INDIGENA;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Aureliano Perez;226026277;19;Sí;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Hernando Martin Blasco;839604962;21;Sí;Rural;F;Soltero;Beca;COMUNIDAD NEGRA;Sí;No;2
